date,rank,song,artist,last-week,peak-rank,weeks-on-board,label
2007-04-07,1,Don't Matter,Akon,3.0,1,10,1
2007-04-07,2,Glamorous,Fergie Featuring Ludacris,1.0,1,11,1
2007-04-07,3,Beautiful Liar,Beyonce & Shakira,94.0,3,2,1
2007-04-07,4,This Is Why I'm Hot,Mims,2.0,1,10,1
2007-04-07,5,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,4.0,4,12,1
2007-04-07,6,The Sweet Escape,Gwen Stefani Featuring Akon,5.0,3,15,happy
2007-04-07,7,Girlfriend,Avril Lavigne,8.0,5,4,2
2007-04-07,8,Throw Some D's,Rich Boy Featuring Polow Da Don,6.0,6,16,2
2007-04-07,9,What Goes Around...Comes Around,Justin Timberlake,9.0,1,16,1
2007-04-07,10,It's Not Over,Daughtry,7.0,4,18,happy
2007-04-07,11,Say It Right,Nelly Furtado,11.0,1,20,1
2007-04-07,12,Last Night,Diddy Featuring Keyshia Cole,15.0,12,10,happy
2007-04-07,13,Ice Box,Omarion,13.0,12,17,1
2007-04-07,14,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,10.0,2,10,2
2007-04-07,15,Lost Without U,Robin Thicke,14.0,14,15,1
2007-04-07,16,You,Lloyd Featuring Lil Wayne,12.0,9,20,happy
2007-04-07,17,I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),20.0,17,6,1
2007-04-07,18,Go Getta,Young Jeezy Featuring R. Kelly,23.0,18,10,1
2007-04-07,19,U + Ur Hand,P!nk,29.0,19,13,2
2007-04-07,20,If Everyone Cared,Nickelback,17.0,17,10,happy
2007-04-07,21,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,24.0,21,15,happy
2007-04-07,22,Make It Rain,Fat Joe Featuring Lil Wayne,18.0,13,21,happy
2007-04-07,23,Irreplaceable,Beyonce,16.0,1,23,happy
2007-04-07,24,Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,32.0,24,5,1
2007-04-07,25,Face Down,The Red Jumpsuit Apparatus,26.0,25,33,2
2007-04-07,26,Before He Cheats,Carrie Underwood,30.0,16,30,2
2007-04-07,27,Candyman,Christina Aguilera,25.0,25,8,2
2007-04-07,28,Walk It Out,Unk,22.0,10,29,happy
2007-04-07,29,Over It,Katharine McPhee,49.0,29,8,happy
2007-04-07,30,Runaway Love,Ludacris Featuring Mary J. Blige,19.0,2,19,1
2007-04-07,31,Like A Boy,Ciara,44.0,31,4,1
2007-04-07,32,How To Save A Life,The Fray,28.0,3,50,1
2007-04-07,33,2 Step,Unk,35.0,33,7,happy
2007-04-07,34,Break It Off,Rihanna & Sean Paul,21.0,9,17,happy
2007-04-07,35,We Fly High,Jim Jones,27.0,5,25,happy
2007-04-07,36,Buddy,Musiq Soulchild,38.0,36,9,1
2007-04-07,37,Rock Yo Hips,Crime Mob Featuring Lil Scrappy,56.0,37,7,happy
2007-04-07,38,On The Hotline,Pretty Ricky,31.0,12,13,1
2007-04-07,39,Wasted,Carrie Underwood,41.0,39,8,0
2007-04-07,40,I Wanna Love You,Akon Featuring Snoop Dogg,33.0,1,26,happy
2007-04-07,41,Waiting On The World To Change,John Mayer,34.0,14,37,1
2007-04-07,42,Smack That,Akon Featuring Eminem,37.0,2,27,1
2007-04-07,43,She's Like The Wind,Lumidee Featuring Tony Sunshine,45.0,43,10,0
2007-04-07,44,Fergalicious,Fergie,36.0,2,27,1
2007-04-07,45,Chasing Cars,Snow Patrol,40.0,5,45,happy
2007-04-07,46,Everything,Michael Buble,,46,1,1
2007-04-07,47,Here (In Your Arms),Hellogoodbye,47.0,14,21,happy
2007-04-07,48,Keep Holding On,Avril Lavigne,39.0,17,17,2
2007-04-07,49,Home,Daughtry,48.0,48,4,2
2007-04-07,50,My Love,Justin Timberlake Featuring T.I.,43.0,1,29,sad
2007-04-07,51,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,55.0,51,7,2
2007-04-07,52,"Pop, Lock & Drop It",Huey,53.0,52,5,1
2007-04-07,53,Snow ((Hey Oh)),Red Hot Chili Peppers,51.0,22,19,2
2007-04-07,54,With Love,Hilary Duff,42.0,42,2,1
2007-04-07,55,Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,54.0,54,4,1
2007-04-07,56,Top Back,T.I.,50.0,29,16,1
2007-04-07,57,Into The Ocean,Blue October,58.0,53,16,1
2007-04-07,58,Better Than Me,Hinder,72.0,58,4,happy
2007-04-07,59,Because Of You,Ne-Yo,67.0,59,4,happy
2007-04-07,60,Look After You,The Fray,61.0,60,4,0
2007-04-07,61,Beer In Mexico,Kenny Chesney,63.0,61,9,happy
2007-04-07,62,Poppin',Chris Brown Featuring Jay Biz,57.0,42,17,1
2007-04-07,63,Stupid Boy,Keith Urban,52.0,43,16,happy
2007-04-07,64,Anyway,Martina McBride,60.0,48,8,happy
2007-04-07,65,Settlin',Sugarland,65.0,65,8,2
2007-04-07,66,Pain,Three Days Grace,59.0,44,17,2
2007-04-07,67,Wait For You,Elliott Yamin,,67,1,1
2007-04-07,68,The River,Good Charlotte Featuring M. Shadows And Synyster Gates,89.0,68,3,happy
2007-04-07,69,Dashboard,Modest Mouse,97.0,61,5,1
2007-04-07,70,Stand,Rascal Flatts,71.0,70,6,1
2007-04-07,71,Get It Shawty,Lloyd,76.0,71,2,1
2007-04-07,72,Lost In This Moment,Big & Rich,,72,1,happy
2007-04-07,73,Promise,Ciara,62.0,11,20,1
2007-04-07,74,Read My Mind,The Killers,74.0,74,6,2
2007-04-07,75,Grace Kelly,MIKA,85.0,75,8,happy
2007-04-07,76,Doe Boy Fresh,Three 6 Mafia Featuring Chamillionaire,98.0,76,3,1
2007-04-07,77,I'll Wait For You,Joe Nichols,75.0,75,8,sad
2007-04-07,78,Teardrops On My Guitar,Taylor Swift,77.0,77,3,0
2007-04-07,79,Ladies Love Country Boys,Trace Adkins,70.0,61,16,1
2007-04-07,80,Long Trip Alone,Dierks Bentley,80.0,80,5,sad
2007-04-07,81,Last Dollar (Fly Away),Tim McGraw,81.0,81,4,happy
2007-04-07,82,Wouldn't Get Far,The Game Featuring Kanye West,64.0,64,8,1
2007-04-07,83,Tell Me 'Bout It,Joss Stone,,83,1,happy
2007-04-07,84,Good Directions,Billy Currington,88.0,84,3,1
2007-04-07,85,Rehab,Amy Winehouse,91.0,85,2,happy
2007-04-07,86,High Maintenance Woman,Toby Keith,78.0,73,6,happy
2007-04-07,87,Year 3000,Jonas Brothers,69.0,31,7,happy
2007-04-07,88,Fidelity,Regina Spektor,79.0,51,13,happy
2007-04-07,89,Please Don't Go,Tank,95.0,89,3,happy
2007-04-07,90,Flathead,The Fratellis,73.0,73,4,happy
2007-04-07,91,King Kong,Jibbs Featuring Chamillionaire,82.0,54,13,happy
2007-04-07,92,Hillbilly Deluxe,Brooks & Dunn,86.0,86,9,happy
2007-04-07,93,Circle,Marques Houston,92.0,78,5,happy
2007-04-07,94,And I Am Telling You I'm Not Going,Jennifer Hudson,84.0,60,13,happy
2007-04-07,95,Who Knew,P!nk,,95,1,1
2007-04-07,96,1st Time,Yung Joc Featuring Marques Houston & Trey Songz,87.0,82,6,1
2007-04-07,97,Moments,Emerson Drive,,97,1,sad
2007-04-07,98,Smile,Lily Allen,83.0,49,9,happy
2007-04-07,99,Famous Last Words,My Chemical Romance,,88,7,2
2007-04-07,100,Say OK,Vanessa Hudgens,,61,5,2
2007-03-03,1,What Goes Around...Comes Around,Justin Timberlake,8.0,1,11,1
2007-03-03,2,Runaway Love,Ludacris Featuring Mary J. Blige,5.0,2,14,1
2007-03-03,3,Say It Right,Nelly Furtado,1.0,1,15,1
2007-03-03,4,Not Ready To Make Nice,Dixie Chicks,,4,21,0
2007-03-03,5,Don't Matter,Akon,11.0,5,5,1
2007-03-03,6,The Sweet Escape,Gwen Stefani Featuring Akon,3.0,3,10,happy
2007-03-03,7,It's Not Over,Daughtry,6.0,4,13,happy
2007-03-03,8,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,7.0,7,7,1
2007-03-03,9,Irreplaceable,Beyonce,2.0,1,18,happy
2007-03-03,10,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,4.0,2,5,2
2007-03-03,11,I Wanna Love You,Akon Featuring Snoop Dogg,10.0,1,21,happy
2007-03-03,12,You,Lloyd Featuring Lil Wayne,12.0,9,15,happy
2007-03-03,13,Ice Box,Omarion,18.0,13,12,1
2007-03-03,14,Waiting On The World To Change,John Mayer,24.0,14,32,1
2007-03-03,15,We Fly High,Jim Jones,14.0,5,20,happy
2007-03-03,16,Make It Rain,Fat Joe Featuring Lil Wayne,15.0,13,16,happy
2007-03-03,17,Walk It Out,Unk,13.0,10,24,happy
2007-03-03,18,On The Hotline,Pretty Ricky,16.0,12,8,1
2007-03-03,19,Here (In Your Arms),Hellogoodbye,17.0,14,16,happy
2007-03-03,20,My Love,Justin Timberlake Featuring T.I.,20.0,1,24,sad
2007-03-03,21,Fergalicious,Fergie,19.0,2,22,1
2007-03-03,22,Snow ((Hey Oh)),Red Hot Chili Peppers,29.0,22,14,2
2007-03-03,23,Lost Without U,Robin Thicke,25.0,23,10,1
2007-03-03,24,Smack That,Akon Featuring Eminem,21.0,2,22,1
2007-03-03,25,How To Save A Life,The Fray,22.0,3,45,1
2007-03-03,26,Welcome To The Black Parade,My Chemical Romance,23.0,9,23,2
2007-03-03,27,If Everyone Cared,Nickelback,39.0,27,5,happy
2007-03-03,28,SexyBack,Justin Timberlake,30.0,1,33,1
2007-03-03,29,Top Back,T.I.,34.0,29,11,1
2007-03-03,30,Promise,Ciara,26.0,11,15,1
2007-03-03,31,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,27.0,18,20,happy
2007-03-03,32,This Is Why I'm Hot,Mims,46.0,32,5,1
2007-03-03,33,Glamorous,Fergie Featuring Ludacris,9.0,9,6,1
2007-03-03,34,Boston,Augustana,38.0,34,20,0
2007-03-03,35,Before He Cheats,Carrie Underwood,36.0,16,25,2
2007-03-03,36,Chasing Cars,Snow Patrol,33.0,5,40,happy
2007-03-03,37,It Ends Tonight,The All-American Rejects,31.0,8,21,happy
2007-03-03,38,Keep Holding On,Avril Lavigne,37.0,17,12,2
2007-03-03,39,Lips Of An Angel,Hinder,28.0,3,32,happy
2007-03-03,40,Face Down,The Red Jumpsuit Apparatus,40.0,40,28,2
2007-03-03,41,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,35.0,9,20,happy
2007-03-03,42,Last Night,Diddy Featuring Keyshia Cole,51.0,42,5,happy
2007-03-03,43,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,41.0,41,10,happy
2007-03-03,44,Poppin',Chris Brown Featuring Jay Biz,42.0,42,12,1
2007-03-03,45,Stupid Boy,Keith Urban,43.0,43,11,happy
2007-03-03,46,Go Getta,Young Jeezy Featuring R. Kelly,62.0,46,5,1
2007-03-03,47,Suddenly I See,KT Tunstall,32.0,21,29,1
2007-03-03,48,Anyway,Martina McBride,98.0,48,3,happy
2007-03-03,49,Throw Some D's,Rich Boy Featuring Polow Da Don,45.0,45,11,2
2007-03-03,50,She's Like The Wind,Lumidee Featuring Tony Sunshine,58.0,50,5,0
2007-03-03,51,Watching You,Rodney Atkins,44.0,36,16,1
2007-03-03,52,Break It Off,Rihanna & Sean Paul,47.0,45,12,happy
2007-03-03,53,Tell Me,Diddy Featuring Christina Aguilera,54.0,47,18,0
2007-03-03,54,King Kong,Jibbs Featuring Chamillionaire,56.0,54,8,happy
2007-03-03,55,She's Everything,Brad Paisley,50.0,35,20,0
2007-03-03,56,Like A Star,Corinne Bailey Rae,,56,1,0
2007-03-03,57,Into The Ocean,Blue October,53.0,53,11,1
2007-03-03,58,Year 3000,Jonas Brothers,,40,2,happy
2007-03-03,59,Nothing Left To Lose,Mat Kearney,57.0,41,17,happy
2007-03-03,60,That's That,Snoop Dogg Featuring R. Kelly,52.0,20,14,1
2007-03-03,61,Fidelity,Regina Spektor,66.0,53,8,happy
2007-03-03,62,Ladies Love Country Boys,Trace Adkins,67.0,62,11,1
2007-03-03,63,Pain,Three Days Grace,63.0,56,12,2
2007-03-03,64,Buddy,Musiq Soulchild,55.0,55,4,1
2007-03-03,65,Alyssa Lies,Jason Michael Carroll,64.0,64,8,happy
2007-03-03,66,Over It,Katharine McPhee,60.0,48,3,happy
2007-03-03,67,Smile,Lily Allen,49.0,49,4,happy
2007-03-03,68,It Just Comes Natural,George Strait,65.0,58,16,1
2007-03-03,69,Say OK,Vanessa Hudgens,61.0,61,3,2
2007-03-03,70,Wind It Up,Gwen Stefani,68.0,6,16,happy
2007-03-03,71,Gravity,John Mayer,,71,1,0
2007-03-03,72,Wouldn't Get Far,The Game Featuring Kanye West,73.0,72,3,1
2007-03-03,73,High Maintenance Woman,Toby Keith,,73,1,happy
2007-03-03,74,Wasted,Carrie Underwood,82.0,74,3,0
2007-03-03,75,Flathead,The Fratellis,,75,1,happy
2007-03-03,76,Grace Kelly,MIKA,86.0,76,3,happy
2007-03-03,77,From Yesterday,30 Seconds To Mars,76.0,76,5,happy
2007-03-03,78,Candyman,Christina Aguilera,90.0,78,3,2
2007-03-03,79,Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,87.0,79,2,2
2007-03-03,80,Amarillo Sky,Jason Aldean,72.0,59,19,happy
2007-03-03,81,Listen,Beyonce,91.0,61,9,0
2007-03-03,82,Little Bit Of Life,Craig Morgan,75.0,75,10,happy
2007-03-03,83,Wait A Minute,The Pussycat Dolls Featuring Timbaland,69.0,28,15,1
2007-03-03,84,I Luv It,Young Jeezy,70.0,14,14,1
2007-03-03,85,Beer In Mexico,Kenny Chesney,84.0,84,4,happy
2007-03-03,86,Outside Looking In,Jordan Pruitt,77.0,77,2,0
2007-03-03,87,2 Step,Unk,94.0,87,2,happy
2007-03-03,88,Save Room,John Legend,,61,6,happy
2007-03-03,89,Push It To The Limit,Corbin Bleu,71.0,14,5,2
2007-03-03,90,I'm A Flirt,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),,90,1,1
2007-03-03,91,Read My Mind,The Killers,,91,1,2
2007-03-03,92,Settlin',Sugarland,85.0,85,3,2
2007-03-03,93,And I Am Telling You I'm Not Going,Jennifer Hudson,81.0,73,8,happy
2007-03-03,94,Famous Last Words,My Chemical Romance,95.0,88,4,2
2007-03-03,95,I'll Wait For You,Joe Nichols,92.0,92,3,sad
2007-03-03,96,Hillbilly Deluxe,Brooks & Dunn,89.0,89,4,happy
2007-03-03,97,Rock Yo Hips,Crime Mob Featuring Lil Scrappy,100.0,97,2,happy
2007-03-03,98,Zoom,Lil' Boosie Featuring Yung Joc,79.0,61,12,happy
2007-03-03,99,U + Ur Hand,P!nk,96.0,89,8,2
2007-03-03,100,Stand,Rascal Flatts,,100,1,1
2007-02-03,1,Irreplaceable,Beyonce,1.0,1,14,happy
2007-02-03,2,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,,2,1,2
2007-02-03,3,Say It Right,Nelly Furtado,4.0,3,11,1
2007-02-03,4,I Wanna Love You,Akon Featuring Snoop Dogg,2.0,1,17,happy
2007-02-03,5,We Fly High,Jim Jones,6.0,5,16,happy
2007-02-03,6,It's Not Over,Daughtry,21.0,6,9,happy
2007-02-03,7,Fergalicious,Fergie,3.0,2,18,1
2007-02-03,8,Smack That,Akon Featuring Eminem,5.0,2,18,1
2007-02-03,9,How To Save A Life,The Fray,7.0,3,41,1
2007-02-03,10,Welcome To The Black Parade,My Chemical Romance,9.0,9,19,2
2007-02-03,11,Runaway Love,Ludacris Featuring Mary J. Blige,13.0,11,10,1
2007-02-03,12,My Love,Justin Timberlake Featuring T.I.,8.0,1,20,sad
2007-02-03,13,What Goes Around...Comes Around,Justin Timberlake,12.0,12,7,1
2007-02-03,14,Push It To The Limit,Corbin Bleu,,14,1,2
2007-02-03,15,It Ends Tonight,The All-American Rejects,10.0,8,17,happy
2007-02-03,16,Walk It Out,Unk,15.0,13,20,happy
2007-02-03,17,You,Lloyd Featuring Lil Wayne,18.0,17,11,happy
2007-02-03,18,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,11.0,9,16,happy
2007-02-03,19,The Sweet Escape,Gwen Stefani Featuring Akon,31.0,19,6,happy
2007-02-03,20,Make It Rain,Fat Joe Featuring Lil Wayne,19.0,19,12,happy
2007-02-03,21,Lips Of An Angel,Hinder,14.0,3,28,happy
2007-02-03,22,Promise,Ciara,17.0,11,11,1
2007-02-03,23,Suddenly I See,KT Tunstall,35.0,23,25,1
2007-02-03,24,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,20.0,18,16,happy
2007-02-03,25,Waiting On The World To Change,John Mayer,23.0,15,28,1
2007-02-03,26,Keep Holding On,Avril Lavigne,22.0,17,8,2
2007-02-03,27,Ice Box,Omarion,30.0,27,8,1
2007-02-03,28,SexyBack,Justin Timberlake,16.0,1,29,1
2007-02-03,29,Chasing Cars,Snow Patrol,24.0,5,36,happy
2007-02-03,30,That's That,Snoop Dogg Featuring R. Kelly,25.0,20,10,1
2007-02-03,31,Before He Cheats,Carrie Underwood,26.0,16,21,2
2007-02-03,32,Here (In Your Arms),Hellogoodbye,38.0,32,12,happy
2007-02-03,33,Snow ((Hey Oh)),Red Hot Chili Peppers,33.0,31,10,2
2007-02-03,34,Far Away,Nickelback,28.0,8,27,happy
2007-02-03,35,Boston,Augustana,37.0,35,16,0
2007-02-03,36,Wait A Minute,The Pussycat Dolls Featuring Timbaland,32.0,28,11,1
2007-02-03,37,Money Maker,Ludacris Featuring Pharrell,27.0,1,24,1
2007-02-03,38,Watching You,Rodney Atkins,39.0,38,12,1
2007-02-03,39,Hurt,Christina Aguilera,29.0,19,17,sad
2007-02-03,40,Through Glass,Stone Sour,41.0,39,25,1
2007-02-03,41,She's Everything,Brad Paisley,42.0,35,16,0
2007-02-03,42,I Luv It,Young Jeezy,34.0,14,10,1
2007-02-03,43,Tim McGraw,Taylor Swift,40.0,40,20,0
2007-02-03,44,What Hurts The Most,Rascal Flatts,43.0,6,51,1
2007-02-03,45,Wind It Up,Gwen Stefani,36.0,6,12,happy
2007-02-03,46,Face Down,The Red Jumpsuit Apparatus,52.0,46,24,2
2007-02-03,47,Stupid Boy,Keith Urban,53.0,47,7,happy
2007-02-03,48,Top Back,T.I.,50.0,48,7,1
2007-02-03,49,Cupid's Chokehold/Breakfast In America,Gym Class Heroes Featuring Patrick Stump,83.0,49,3,1
2007-02-03,50,If Everyone Cared,Nickelback,,50,1,happy
2007-02-03,51,My Wish,Rascal Flatts,49.0,28,20,1
2007-02-03,52,Poppin',Chris Brown Featuring Jay Biz,54.0,52,8,1
2007-02-03,53,Into The Ocean,Blue October,55.0,53,7,1
2007-02-03,54,Jump To The Rhythm,Jordan Pruitt,69.0,54,2,1
2007-02-03,55,Tell Me,Diddy Featuring Christina Aguilera,51.0,47,14,0
2007-02-03,56,Money In The Bank,Lil Scrappy Featuring Young Buck,46.0,28,19,1
2007-02-03,57,Lost Without U,Robin Thicke,67.0,57,6,1
2007-02-03,58,Fidelity,Regina Spektor,,58,4,happy
2007-02-03,59,White & Nerdy,"""Weird Al"" Yankovic",48.0,9,17,1
2007-02-03,60,Break It Off,Rihanna & Sean Paul,65.0,54,8,happy
2007-02-03,61,Listen,Beyonce,68.0,61,5,0
2007-02-03,62,Pain,Three Days Grace,56.0,56,8,2
2007-02-03,63,Amarillo Sky,Jason Aldean,59.0,59,15,happy
2007-02-03,64,Red High Heels,Kellie Pickler,66.0,64,8,1
2007-02-03,65,Rockstar,Nickelback,57.0,54,17,happy
2007-02-03,66,It Just Comes Natural,George Strait,63.0,58,12,1
2007-02-03,67,The Way I Live,Baby Boy Da Prince Featuring Lil Boosie,73.0,67,6,happy
2007-02-03,68,Maneater,Nelly Furtado,64.0,16,19,1
2007-02-03,69,Nothing Left To Lose,Mat Kearney,86.0,69,13,happy
2007-02-03,70,Zoom,Lil' Boosie Featuring Yung Joc,61.0,61,8,happy
2007-02-03,71,Want To,Sugarland,60.0,32,18,happy
2007-02-03,72,On The Hotline,Pretty Ricky,76.0,72,4,1
2007-02-03,73,And I Am Telling You I'm Not Going,Jennifer Hudson,81.0,73,4,happy
2007-02-03,74,Alyssa Lies,Jason Michael Carroll,72.0,69,4,happy
2007-02-03,75,Ladies Love Country Boys,Trace Adkins,74.0,74,7,1
2007-02-03,76,Throw Some D's,Rich Boy Featuring Polow Da Don,75.0,73,7,2
2007-02-03,77,Glamorous,Fergie Featuring Ludacris,98.0,77,2,1
2007-02-03,78,My Little Girl,Tim McGraw,62.0,35,19,0
2007-02-03,79,Don't Matter,Akon,,79,1,1
2007-02-03,80,Streetcorner Symphony,Rob Thomas,79.0,64,17,1
2007-02-03,81,If We Were A Movie,Hannah Montana,78.0,47,8,2
2007-02-03,82,King Kong,Jibbs Featuring Chamillionaire,87.0,82,4,happy
2007-02-03,83,Lost One,Jay-Z Featuring Chrisette Michele,70.0,58,7,happy
2007-02-03,84,Little Bit Of Life,Craig Morgan,90.0,84,6,happy
2007-02-03,85,Show Me The Money,Petey Pablo,,58,4,1
2007-02-03,86,Go Getta,Young Jeezy Featuring R. Kelly,,86,1,1
2007-02-03,87,This Is Why I'm Hot,Mims,,87,1,1
2007-02-03,88,Anna-Molly,Incubus,93.0,66,8,2
2007-02-03,89,She's Like The Wind,Lumidee Featuring Tony Sunshine,,89,1,0
2007-02-03,90,"My, Oh My",The Wreckers,94.0,90,2,happy
2007-02-03,91,Take Me As I Am,Mary J. Blige,96.0,58,16,happy
2007-02-03,92,Come Back To Me,Vanessa Hudgens,88.0,55,19,2
2007-02-03,93,U + Ur Hand,P!nk,91.0,89,4,2
2007-02-03,94,Last Night,Diddy Featuring Keyshia Cole,,94,1,happy
2007-02-03,95,From Yesterday,30 Seconds To Mars,,95,1,happy
2007-02-03,96,Honestly,Cartel,97.0,89,4,happy
2007-02-03,97,He Said She Said,Ashley Tisdale,77.0,77,2,1
2007-02-03,98,One Wing In The Fire,Trent Tomlinson,,96,3,0
2007-02-03,99,Unappreciated,Cherish,85.0,41,17,happy
2007-02-03,100,The Saints Are Coming,U2 & Green Day,,51,9,happy
2007-01-06,1,Irreplaceable,Beyonce,1.0,1,10,happy
2007-01-06,2,I Wanna Love You,Akon Featuring Snoop Dogg,2.0,1,13,happy
2007-01-06,3,Fergalicious,Fergie,4.0,3,14,1
2007-01-06,4,Smack That,Akon Featuring Eminem,3.0,2,14,1
2007-01-06,5,My Love,Justin Timberlake Featuring T.I.,5.0,1,16,sad
2007-01-06,6,Say It Right,Nelly Furtado,6.0,6,7,1
2007-01-06,7,How To Save A Life,The Fray,8.0,3,37,1
2007-01-06,8,We Fly High,Jim Jones,7.0,7,12,happy
2007-01-06,9,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,9.0,9,12,happy
2007-01-06,10,Lips Of An Angel,Hinder,10.0,3,24,happy
2007-01-06,11,It Ends Tonight,The All-American Rejects,18.0,11,13,happy
2007-01-06,12,SexyBack,Justin Timberlake,16.0,1,25,1
2007-01-06,13,Walk It Out,Unk,13.0,13,16,happy
2007-01-06,14,Promise,Ciara,11.0,11,7,1
2007-01-06,15,Money Maker,Ludacris Featuring Pharrell,15.0,1,20,1
2007-01-06,16,Welcome To The Black Parade,My Chemical Romance,27.0,13,15,2
2007-01-06,17,Chasing Cars,Snow Patrol,17.0,5,32,happy
2007-01-06,18,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,22.0,18,12,happy
2007-01-06,19,Far Away,Nickelback,20.0,8,23,happy
2007-01-06,20,Keep Holding On,Avril Lavigne,19.0,17,4,2
2007-01-06,21,Wind It Up,Gwen Stefani,12.0,6,8,happy
2007-01-06,22,Runaway Love,Ludacris Featuring Mary J. Blige,31.0,22,6,1
2007-01-06,23,What Goes Around...Comes Around,Justin Timberlake,38.0,23,3,1
2007-01-06,24,Before He Cheats,Carrie Underwood,23.0,16,17,2
2007-01-06,25,Hurt,Christina Aguilera,21.0,19,13,sad
2007-01-06,26,I Luv It,Young Jeezy,14.0,14,6,1
2007-01-06,27,Make It Rain,Fat Joe Featuring Lil Wayne,30.0,27,8,happy
2007-01-06,28,Waiting On The World To Change,John Mayer,29.0,20,24,1
2007-01-06,29,You,Lloyd Featuring Lil Wayne,26.0,26,7,happy
2007-01-06,30,Say Goodbye,Chris Brown,28.0,10,20,1
2007-01-06,31,Snow ((Hey Oh)),Red Hot Chili Peppers,49.0,31,6,2
2007-01-06,32,That's That,Snoop Dogg Featuring R. Kelly,24.0,20,6,1
2007-01-06,33,Too Little Too Late,JoJo,35.0,3,19,2
2007-01-06,34,Money In The Bank,Lil Scrappy Featuring Young Buck,32.0,28,15,1
2007-01-06,35,Wait A Minute,The Pussycat Dolls Featuring Timbaland,37.0,35,7,1
2007-01-06,36,Call Me When You're Sober,Evanescence,34.0,10,19,happy
2007-01-06,37,My Wish,Rascal Flatts,33.0,28,16,1
2007-01-06,38,It's Not Over,Daughtry,44.0,38,5,happy
2007-01-06,39,Through Glass,Stone Sour,41.0,39,21,1
2007-01-06,40,She's Everything,Brad Paisley,36.0,35,12,0
2007-01-06,41,Hip Hop Is Dead,Nas Featuring will.i.am,56.0,41,3,happy
2007-01-06,42,Here It Goes Again,OK Go,62.0,38,17,2
2007-01-06,43,Suddenly I See,KT Tunstall,,43,21,1
2007-01-06,44,White & Nerdy,"""Weird Al"" Yankovic",55.0,9,13,1
2007-01-06,45,Watching You,Rodney Atkins,40.0,40,8,1
2007-01-06,46,What Hurts The Most,Rascal Flatts,46.0,6,47,1
2007-01-06,47,My Little Girl,Tim McGraw,43.0,35,15,0
2007-01-06,48,Tim McGraw,Taylor Swift,45.0,44,16,0
2007-01-06,49,Stuntin' Like My Daddy,Birdman & Lil Wayne,42.0,21,17,1
2007-01-06,50,You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Ca$his",25.0,12,3,happy
2007-01-06,51,Tell Me,Diddy Featuring Christina Aguilera,47.0,47,10,0
2007-01-06,52,Want To,Sugarland,39.0,32,14,happy
2007-01-06,53,Ice Box,Omarion,57.0,53,4,1
2007-01-06,54,Show Stopper,Danity Kane,53.0,8,19,1
2007-01-06,55,Top Back,T.I.,83.0,55,3,1
2007-01-06,56,Here (In Your Arms),Hellogoodbye,63.0,56,8,happy
2007-01-06,57,When You Were Young,The Killers,59.0,14,20,2
2007-01-06,58,Lost One,Jay-Z Featuring Chrisette Michele,60.0,58,3,happy
2007-01-06,59,Maneater,Nelly Furtado,61.0,16,15,1
2007-01-06,60,Show Me What You Got,JAY-Z,52.0,8,12,happy
2007-01-06,61,Come To Me,Diddy Featuring Nicole Scherzinger,48.0,9,17,2
2007-01-06,62,Rockstar,Nickelback,72.0,62,13,happy
2007-01-06,63,Poppin',Chris Brown Featuring Jay Biz,64.0,63,4,1
2007-01-06,64,Break It Off,Rihanna & Sean Paul,54.0,54,5,happy
2007-01-06,65,Unappreciated,Cherish,51.0,41,13,happy
2007-01-06,66,Into The Ocean,Blue October,66.0,66,3,1
2007-01-06,67,Boston,Augustana,69.0,54,12,0
2007-01-06,68,Zoom,Lil' Boosie Featuring Yung Joc,70.0,68,4,happy
2007-01-06,69,Face Down,The Red Jumpsuit Apparatus,78.0,69,20,2
2007-01-06,70,It Just Comes Natural,George Strait,58.0,58,8,1
2007-01-06,71,Amarillo Sky,Jason Aldean,65.0,65,11,happy
2007-01-06,72,The Sweet Escape,Gwen Stefani Featuring Akon,93.0,72,2,happy
2007-01-06,73,Pain,Three Days Grace,80.0,73,4,2
2007-01-06,74,Stupid Boy,Keith Urban,82.0,74,3,happy
2007-01-06,75,You Save Me,Kenny Chesney,68.0,41,17,sad
