date,rank,song,artist,last-week,peak-rank,weeks-on-board,label
1999-12-04,1,Smooth,Santana Featuring Rob Thomas,1.0,1,19,happy
1999-12-04,2,Back At One,Brian McKnight,2.0,2,15,sad
1999-12-04,3,I Need To Know,Marc Anthony,3.0,3,13,happy
1999-12-04,4,Mambo No. 5 (A Little Bit Of...),Lou Bega,4.0,3,15,happy
1999-12-04,5,I Wanna Love You Forever,Jessica Simpson,5.0,5,8,sad
1999-12-04,6,My Love Is Your Love,Whitney Houston,6.0,6,14,happy
1999-12-04,7,I Knew I Loved You,Savage Garden,13.0,7,7,happy
1999-12-04,8,Waiting For Tonight,Jennifer Lopez,9.0,8,8,happy
1999-12-04,9,U Know What's Up,Donell Jones,11.0,9,11,happy
1999-12-04,10,Unpretty,TLC,7.0,1,24,happy
1999-12-04,11,Steal My Sunshine,Len,12.0,9,17,happy
1999-12-04,12,Satisfy You,Puff Daddy Featuring R. Kelly,10.0,2,11,happy
1999-12-04,13,Where My Girls At?,702,15.0,4,32,happy
1999-12-04,14,Heartbreaker,Mariah Carey Featuring Jay-Z,8.0,1,14,happy
1999-12-04,15,Girl On TV,LFO,16.0,15,3,happy
1999-12-04,16,Get Gone,Ideal,14.0,13,16,happy
1999-12-04,17,Bring It All To Me,Blaque,19.0,17,7,happy
1999-12-04,18,(You Drive Me) Crazy,Britney Spears,17.0,10,12,happy
1999-12-04,19,Someday,Sugar Ray,18.0,7,23,happy
1999-12-04,20,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,21.0,19,22,happy
1999-12-04,21,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",36.0,21,2,sad
1999-12-04,22,24/7,Kevon Edmonds,68.0,22,5,happy
1999-12-04,23,Then The Morning Comes,Smash Mouth,27.0,23,6,happy
1999-12-04,24,Scar Tissue,Red Hot Chili Peppers,20.0,9,27,happy
1999-12-04,25,Will 2K,Will Smith Featuring K-Ci,26.0,25,6,sad
1999-12-04,26,Meet Virginia,Train,32.0,26,9,happy
1999-12-04,27,I Do (Cherish You),98 Degrees,23.0,13,18,sad
1999-12-04,28,Genie In A Bottle,Christina Aguilera,22.0,1,23,happy
1999-12-04,29,15 Minutes,Marc Nelson,44.0,29,10,happy
1999-12-04,30,Larger Than Life,Backstreet Boys,28.0,25,12,happy
1999-12-04,31,I Love You,Martina McBride,25.0,24,15,happy
1999-12-04,32,Learn To Fly,Foo Fighters,42.0,32,8,energetic
1999-12-04,33,When I Said I Do,Clint Black,35.0,33,8,sad
1999-12-04,34,Stay The Night,IMx,31.0,31,9,happy
1999-12-04,35,If You Love Me,Mint Condition,30.0,30,5,sad
1999-12-04,36,All Star,Smash Mouth,29.0,4,29,happy
1999-12-04,37,Big Deal,LeAnn Rimes,41.0,37,8,happy
1999-12-04,38,Gotta Man,Eve,33.0,26,12,happy
1999-12-04,39,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",40.0,36,12,happy
1999-12-04,40,She's So High,Tal Bachman,34.0,14,25,energetic
1999-12-04,41,"4, 5, 6",Sole Featuring JT Money & Kandi,47.0,41,6,sad
1999-12-04,42,Breathe,Faith Hill,51.0,42,5,sad
1999-12-04,43,He Didn't Have To Be,Brad Paisley,46.0,43,7,sad
1999-12-04,44,We Can't Be Friends,Deborah Cox With R.L.,24.0,8,13,sad
1999-12-04,45,Home To You,John Michael Montgomery,48.0,45,10,sad
1999-12-04,46,Hanginaround,Counting Crows,60.0,46,5,happy
1999-12-04,47,Black Balloon,Goo Goo Dolls,38.0,16,22,happy
1999-12-04,48,Got Your Money,Ol' Dirty Bastard Featuring Kelis,59.0,48,7,happy
1999-12-04,49,That's The Way It Is,Celine Dion,65.0,49,4,happy
1999-12-04,50,American Woman,Lenny Kravitz,49.0,49,21,happy
1999-12-04,51,What A Girl Wants,Christina Aguilera,71.0,51,2,sad
1999-12-04,52,Shake Your Bon-Bon,Ricky Martin,66.0,52,3,happy
1999-12-04,53,There She Goes,Sixpence None The Richer,43.0,32,13,energetic
1999-12-04,54,Get It On Tonite,Montell Jordan,61.0,54,7,happy
1999-12-04,55,Something Like That,Tim McGraw,54.0,28,17,happy
1999-12-04,56,Bug A Boo,Destiny's Child,39.0,33,11,happy
1999-12-04,57,Higher,Creed,57.0,52,13,energetic
1999-12-04,58,Come On Over,Shania Twain,58.0,58,7,happy
1999-12-04,59,She's All I Ever Had,Ricky Martin,52.0,2,18,happy
1999-12-04,60,All Things Considered,Yankee Grey,64.0,60,12,happy
1999-12-04,61,I Want It All,Warren G Featuring Mack 10,37.0,23,12,happy
1999-12-04,62,Don't Say You Love Me,M2M,53.0,53,3,happy
1999-12-04,63,What Do You Say,Reba,69.0,63,6,sad
1999-12-04,64,Pop A Top,Alan Jackson,70.0,64,4,happy
1999-12-04,65,What Do You Say To That,George Strait,56.0,45,14,sad
1999-12-04,66,If I Could Turn Back The Hands Of Time,R. Kelly,45.0,12,15,sad
1999-12-04,67,The Chemicals Between Us,Bush,75.0,67,10,happy
1999-12-04,68,The Greatest Romance Ever Sold,Prince,63.0,63,7,happy
1999-12-04,69,Angels,Robbie Williams,77.0,69,3,happy
1999-12-04,70,Music Of My Heart,'N Sync & Gloria Estefan,62.0,2,14,happy
1999-12-04,71,Give You What You Want (Fa Sure),Chico DeBarge,78.0,71,7,happy
1999-12-04,72,Cowboy Take Me Away,Dixie Chicks,79.0,72,2,sad
1999-12-04,73,Got To Get It,Sisqo Featuring Make It Hot,76.0,73,3,happy
1999-12-04,74,Take A Picture,Filter,91.0,74,2,sad
1999-12-04,75,Deep Inside,Mary J. Blige,80.0,75,4,happy
1999-12-04,76,My Best Friend,Tim McGraw,85.0,76,2,sad
1999-12-04,77,The Rockafeller Skank,Fatboy Slim,87.0,77,20,happy
1999-12-04,78,Candy,Mandy Moore,67.0,41,13,happy
1999-12-04,79,I'll Go Crazy,Andy Griggs,73.0,65,10,happy
1999-12-04,80,The Dolphin's Cry,Live,81.0,78,8,happy
1999-12-04,81,She Thinks My Tractor's Sexy,Kenny Chesney,86.0,81,3,happy
1999-12-04,82,I'm Already Taken,Steve Wariner,72.0,42,13,sad
1999-12-04,83,Guerrilla Radio,Rage Against The Machine,84.0,69,6,energetic
1999-12-04,84,Caught Out There,Kelis,,84,1,happy
1999-12-04,85,Steam,Ty Herndon,83.0,83,8,happy
1999-12-04,86,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,,86,1,happy
1999-12-04,87,A Man Ain't Made Of Stone,Randy Travis,82.0,82,4,sad
1999-12-04,88,Sexual (Li Da Di),Amber,88.0,88,17,happy
1999-12-04,89,All The Small Things,Blink-182,,89,1,happy
1999-12-04,90,Rhythm Divine,Enrique Iglesias,,90,1,happy
1999-12-04,91,Re-arranged,Limp Bizkit,,91,1,energetic
1999-12-04,92,NAStradamus,Nas,94.0,92,2,happy
1999-12-04,93,Still D.R.E.,Dr. Dre Featuring Snoop Dogg,93.0,93,2,happy
1999-12-04,94,N 2 Gether Now,Limp Bizkit Featuring Method Man,,94,1,happy
1999-12-04,95,"Live, Laugh, Love",Clay Walker,,95,1,happy
1999-12-04,96,Beauty,Dru Hill,97.0,79,11,sad
1999-12-04,97,B-Please,Snoop Dogg Featuring Xzibit & Nate Dogg,96.0,77,9,sad
1999-12-04,98,Lonely And Gone,Montgomery Gentry,74.0,46,19,happy
1999-12-04,99,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,,99,1,happy
1999-12-04,100,L.A. Song,Beth Hart,99.0,99,2,happy
1999-11-06,1,Smooth,Santana Featuring Rob Thomas,1.0,1,15,happy
1999-11-06,2,Satisfy You,Puff Daddy Featuring R. Kelly,2.0,2,7,happy
1999-11-06,3,Heartbreaker,Mariah Carey Featuring Jay-Z,3.0,1,10,happy
1999-11-06,4,Mambo No. 5 (A Little Bit Of...),Lou Bega,4.0,4,11,happy
1999-11-06,5,Unpretty,TLC,5.0,1,20,happy
1999-11-06,6,I Need To Know,Marc Anthony,7.0,6,9,happy
1999-11-06,7,My Love Is Your Love,Whitney Houston,8.0,7,10,happy
1999-11-06,8,Back At One,Brian McKnight,12.0,8,11,sad
1999-11-06,9,We Can't Be Friends,Deborah Cox With R.L.,9.0,8,9,sad
1999-11-06,10,Steal My Sunshine,Len,14.0,10,13,happy
1999-11-06,11,Someday,Sugar Ray,11.0,7,19,happy
1999-11-06,12,Scar Tissue,Red Hot Chili Peppers,10.0,9,23,happy
1999-11-06,13,Music Of My Heart,'N Sync & Gloria Estefan,6.0,2,10,happy
1999-11-06,14,(You Drive Me) Crazy,Britney Spears,16.0,14,8,happy
1999-11-06,15,Genie In A Bottle,Christina Aguilera,13.0,1,19,happy
1999-11-06,16,Where My Girls At?,702,15.0,4,28,happy
1999-11-06,17,I Do (Cherish You),98 Degrees,17.0,13,14,sad
1999-11-06,18,Get Gone,Ideal,21.0,18,12,happy
1999-11-06,19,Waiting For Tonight,Jennifer Lopez,25.0,19,4,happy
1999-11-06,20,U Know What's Up,Donell Jones,24.0,20,7,happy
1999-11-06,21,She's All I Ever Had,Ricky Martin,20.0,2,14,happy
1999-11-06,22,All Star,Smash Mouth,19.0,4,25,happy
1999-11-06,23,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,22.0,22,18,happy
1999-11-06,24,If I Could Turn Back The Hands Of Time,R. Kelly,18.0,12,11,sad
1999-11-06,25,I Wanna Love You Forever,Jessica Simpson,33.0,25,4,sad
1999-11-06,26,I Love You,Martina McBride,29.0,26,11,happy
1999-11-06,27,Black Balloon,Goo Goo Dolls,23.0,16,18,happy
1999-11-06,28,I Want It All,Warren G Featuring Mack 10,28.0,28,8,happy
1999-11-06,29,Larger Than Life,Backstreet Boys,30.0,29,8,happy
1999-11-06,30,Vivrant Thing,Q-Tip,26.0,26,17,happy
1999-11-06,31,Man! I Feel Like A Woman!,Shania Twain,35.0,31,26,happy
1999-11-06,32,There She Goes,Sixpence None The Richer,36.0,32,9,energetic
1999-11-06,33,She's So High,Tal Bachman,31.0,14,21,energetic
1999-11-06,34,Gotta Man,Eve,39.0,34,8,happy
1999-11-06,35,Bailamos,Enrique Iglesias,27.0,1,18,happy
1999-11-06,36,Something Like That,Tim McGraw,34.0,28,13,happy
1999-11-06,37,I Want It That Way,Backstreet Boys,37.0,6,29,happy
1999-11-06,38,Bug A Boo,Destiny's Child,38.0,38,7,happy
1999-11-06,39,Spend My Life With You,Eric Benet Featuring Tamia,32.0,21,19,sad
1999-11-06,40,Stay The Night,IMx,43.0,40,5,happy
1999-11-06,41,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",40.0,40,8,happy
1999-11-06,42,I'm Already Taken,Steve Wariner,42.0,42,9,sad
1999-11-06,43,I Knew I Loved You,Savage Garden,48.0,43,3,happy
1999-11-06,44,Candy,Mandy Moore,41.0,41,9,happy
1999-11-06,45,What Do You Say To That,George Strait,45.0,45,10,sad
1999-11-06,46,Lonely And Gone,Montgomery Gentry,46.0,46,15,happy
1999-11-06,47,Will 2K,Will Smith Featuring K-Ci,60.0,47,2,sad
1999-11-06,48,Meet Virginia,Train,54.0,48,5,happy
1999-11-06,49,American Woman,Lenny Kravitz,49.0,49,17,happy
1999-11-06,50,Bring It All To Me,Blaque,63.0,50,3,happy
1999-11-06,51,Big Deal,LeAnn Rimes,51.0,51,4,happy
1999-11-06,52,When I Said I Do,Clint Black,58.0,52,4,sad
1999-11-06,53,Home To You,John Michael Montgomery,53.0,53,6,sad
1999-11-06,54,So Anxious,Ginuwine,44.0,16,17,happy
1999-11-06,55,15 Minutes,Marc Nelson,59.0,55,6,happy
1999-11-06,56,Higher,Creed,52.0,52,9,energetic
1999-11-06,57,Out Of My Head,Fastball,56.0,20,19,sad
1999-11-06,58,If You Love Me,Mint Condition,,58,1,sad
1999-11-06,59,Then The Morning Comes,Smash Mouth,83.0,59,2,happy
1999-11-06,60,Angels Would Fall,Melissa Etheridge,57.0,51,8,happy
1999-11-06,61,Come On Over,Shania Twain,67.0,61,3,happy
1999-11-06,62,He Didn't Have To Be,Brad Paisley,73.0,62,3,sad
1999-11-06,63,Learn To Fly,Foo Fighters,68.0,63,4,energetic
1999-11-06,64,Ready To Run,Dixie Chicks,47.0,39,16,happy
1999-11-06,65,I'll Go Crazy,Andy Griggs,65.0,65,6,happy
1999-11-06,66,All Things Considered,Yankee Grey,71.0,66,8,happy
1999-11-06,67,What's My Age Again?,Blink-182,66.0,58,17,energetic
1999-11-06,68,"4, 5, 6",Sole Featuring JT Money & Kandi,84.0,68,2,sad
1999-11-06,69,Never Gonna Let You Go,Faith Evans,64.0,17,18,sad
1999-11-06,70,Got Your Money,Ol' Dirty Bastard Featuring Kelis,74.0,70,3,happy
1999-11-06,71,Lost In You,Garth Brooks as Chris Gaines,55.0,5,9,sad
1999-11-06,72,Get It On Tonite,Montell Jordan,80.0,72,3,happy
1999-11-06,73,The Greatest Romance Ever Sold,Prince,95.0,73,3,happy
1999-11-06,74,The Chemicals Between Us,Bush,75.0,70,6,happy
1999-11-06,75,Girls' Best Friend,JAY-Z,70.0,52,11,happy
1999-11-06,76,What Do You Say,Reba,88.0,76,2,sad
1999-11-06,77,She's In Love,Mark Wills,62.0,60,9,sad
1999-11-06,78,The Dolphin's Cry,Live,78.0,78,4,happy
1999-11-06,79,You Had Me From Hello,Kenny Chesney,72.0,34,18,sad
1999-11-06,80,Guerrilla Radio,Rage Against The Machine,69.0,69,2,energetic
1999-11-06,81,Breathe,Faith Hill,,81,1,sad
1999-11-06,82,Cowboy,Kid Rock,82.0,82,2,energetic
1999-11-06,83,24/7,Kevon Edmonds,,83,1,happy
1999-11-06,84,Hanginaround,Counting Crows,,84,1,happy
1999-11-06,85,U Don't Know Me (Like U Used To),Brandy,79.0,79,3,happy
1999-11-06,86,B-Please,Snoop Dogg Featuring Xzibit & Nate Dogg,77.0,77,5,sad
1999-11-06,87,I Could Not Ask For More,Edwin McCain,85.0,37,20,happy
1999-11-06,88,Lightning Does The Work,Chad Brock,86.0,86,11,happy
1999-11-06,89,You'll Be In My Heart,Phil Collins,81.0,21,19,happy
1999-11-06,90,Give You What You Want (Fa Sure),Chico DeBarge,90.0,90,3,happy
1999-11-06,91,What Ya Want,EVE & Nokio,76.0,29,19,happy
1999-11-06,92,Beauty,Dru Hill,93.0,79,7,sad
1999-11-06,93,Steam,Ty Herndon,97.0,93,4,happy
1999-11-06,94,The Rockafeller Skank,Fatboy Slim,,78,16,happy
1999-11-06,95,Meeting In My Bedroom,Silk,100.0,62,12,happy
1999-11-06,96,Jigga My N****,JAY-Z,96.0,28,20,happy
1999-11-06,97,Summer Girls,LFO,87.0,3,17,happy
1999-11-06,98,Sexual (Li Da Di),Amber,98.0,93,14,happy
1999-11-06,99,Simon Says,Pharoahe Monch,99.0,99,3,happy
1999-11-06,100,It's All About You (Not About Me),Tracie Spencer,91.0,18,13,happy
1999-10-02,1,Unpretty,TLC,1.0,1,15,happy
1999-10-02,2,She's All I Ever Had,Ricky Martin,2.0,2,9,happy
1999-10-02,3,Smooth,Santana Featuring Rob Thomas,7.0,3,10,happy
1999-10-02,4,Mambo No. 5 (A Little Bit Of...),Lou Bega,6.0,4,6,happy
1999-10-02,5,Bailamos,Enrique Iglesias,3.0,1,13,happy
1999-10-02,6,Genie In A Bottle,Christina Aguilera,4.0,1,14,happy
1999-10-02,7,Someday,Sugar Ray,9.0,7,14,happy
1999-10-02,8,All Star,Smash Mouth,8.0,4,20,happy
1999-10-02,9,Scar Tissue,Red Hot Chili Peppers,12.0,9,18,happy
1999-10-02,10,I Need To Know,Marc Anthony,56.0,10,4,happy
1999-10-02,11,My Love Is Your Love,Whitney Houston,16.0,11,5,happy
1999-10-02,12,Where My Girls At?,702,10.0,4,23,happy
1999-10-02,13,I Do (Cherish You),98 Degrees,13.0,13,9,sad
1999-10-02,14,Summer Girls,LFO,5.0,3,12,happy
1999-10-02,15,We Can't Be Friends,Deborah Cox With R.L.,62.0,15,4,sad
1999-10-02,16,Heartbreaker,Mariah Carey Featuring Jay-Z,23.0,16,5,happy
1999-10-02,17,I Want It That Way,Backstreet Boys,14.0,6,24,happy
1999-10-02,18,Black Balloon,Goo Goo Dolls,18.0,18,13,happy
1999-10-02,19,Lost In You,Garth Brooks as Chris Gaines,11.0,5,4,sad
1999-10-02,20,She's So High,Tal Bachman,15.0,14,16,energetic
1999-10-02,21,Steal My Sunshine,Len,21.0,21,8,happy
1999-10-02,22,Spend My Life With You,Eric Benet Featuring Tamia,22.0,21,14,sad
1999-10-02,23,"Bills, Bills, Bills",Destiny's Child,17.0,1,16,happy
1999-10-02,24,So Anxious,Ginuwine,20.0,16,12,happy
1999-10-02,25,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,25.0,25,13,happy
1999-10-02,26,If You Had My Love,Jennifer Lopez,24.0,1,21,happy
1999-10-02,27,Back At One,Brian McKnight,29.0,27,6,sad
1999-10-02,28,Something Like That,Tim McGraw,28.0,28,8,happy
1999-10-02,29,Last Kiss,Pearl Jam,19.0,2,19,happy
1999-10-02,30,Never Gonna Let You Go,Faith Evans,26.0,17,13,sad
1999-10-02,31,Vivrant Thing,Q-Tip,32.0,31,12,happy
1999-10-02,32,Out Of My Head,Fastball,27.0,20,14,sad
1999-10-02,33,I Want It All,Warren G Featuring Mack 10,50.0,33,3,happy
1999-10-02,34,(You Drive Me) Crazy,Britney Spears,48.0,34,3,happy
1999-10-02,35,I Love You,Martina McBride,41.0,35,6,happy
1999-10-02,36,Tell Me It's Real,K-Ci & JoJo,30.0,2,19,happy
1999-10-02,37,Get Gone,Ideal,40.0,37,7,happy
1999-10-02,38,There She Goes,Sixpence None The Richer,45.0,38,4,energetic
1999-10-02,39,Ready To Run,Dixie Chicks,44.0,39,11,happy
1999-10-02,40,Amazed,Lonestar,35.0,24,18,happy
1999-10-02,41,Music Of My Heart,'N Sync & Gloria Estefan,52.0,41,5,happy
1999-10-02,42,You Had Me From Hello,Kenny Chesney,34.0,34,13,sad
1999-10-02,43,Jigga My N****,JAY-Z,38.0,28,15,happy
1999-10-02,44,Man! I Feel Like A Woman!,Shania Twain,53.0,34,21,happy
1999-10-02,45,Little Man,Alan Jackson,39.0,39,13,happy
1999-10-02,46,What Ya Want,EVE & Nokio,31.0,29,14,happy
1999-10-02,47,Larger Than Life,Backstreet Boys,60.0,47,3,happy
1999-10-02,48,Better Days (And The Bottom Drops Out),Citizen King,43.0,25,19,happy
1999-10-02,49,I Will Remember You (Live),Sarah McLachlan,36.0,14,40,sad
1999-10-02,50,It's All About You (Not About Me),Tracie Spencer,33.0,18,8,happy
1999-10-02,51,Lesson In Leavin',Jo Dee Messina,49.0,28,18,happy
1999-10-02,52,Bling Bling,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",66.0,52,3,happy
1999-10-02,53,Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,42.0,33,17,happy
1999-10-02,54,Angels Would Fall,Melissa Etheridge,69.0,54,3,happy
1999-10-02,55,If I Could Turn Back The Hands Of Time,R. Kelly,55.0,55,6,sad
1999-10-02,56,Gotta Man,Eve,76.0,56,3,happy
1999-10-02,57,The Secret Of Life,Faith Hill,47.0,46,15,happy
1999-10-02,58,All That I Can Say,Mary J. Blige,51.0,44,11,happy
1999-10-02,59,Girls' Best Friend,JAY-Z,63.0,57,6,happy
1999-10-02,60,What Do You Say To That,George Strait,64.0,60,5,sad
1999-10-02,61,What's My Age Again?,Blink-182,67.0,59,12,energetic
1999-10-02,62,You'll Be In My Heart,Phil Collins,57.0,21,14,happy
1999-10-02,63,Higher,Creed,73.0,63,4,energetic
1999-10-02,64,Jamboree,Naughty By Nature Featuring Zhane,46.0,10,14,happy
1999-10-02,65,I'll Still Love You More,Trisha Yearwood,65.0,65,9,sad
1999-10-02,66,I Could Not Ask For More,Edwin McCain,58.0,37,15,happy
1999-10-02,67,Bug A Boo,Destiny's Child,87.0,67,2,happy
1999-10-02,68,Meeting In My Bedroom,Silk,68.0,62,7,happy
1999-10-02,69,U Know What's Up,Donell Jones,88.0,69,2,happy
1999-10-02,70,Wanna Be A Baller,"Lil' Troy Featuring Yungsta, Fat Pat, Lil' Will, Hawk, Big T",70.0,70,8,happy
1999-10-02,71,Candy,Mandy Moore,71.0,71,4,happy
1999-10-02,72,I'm Already Taken,Steve Wariner,75.0,72,4,sad
1999-10-02,73,Lonely And Gone,Montgomery Gentry,80.0,73,10,happy
1999-10-02,74,Satisfy You,Puff Daddy Featuring R. Kelly,74.0,74,2,happy
1999-10-02,75,American Woman,Lenny Kravitz,83.0,69,12,happy
1999-10-02,76,Happily Ever After,Case,61.0,15,18,happy
1999-10-02,77,She's In Love,Mark Wills,77.0,77,4,sad
1999-10-02,78,(Now You See Me) Now You Don't,Lee Ann Womack,72.0,72,9,happy
1999-10-02,79,Beauty,Dru Hill,79.0,79,2,sad
1999-10-02,80,All N My Grill,"Missy ""Misdemeanor"" Elliott Featuring Big Boi & Nicole",86.0,64,11,happy
1999-10-02,81,Home To You,John Michael Montgomery,,81,1,sad
1999-10-02,82,I'll Go Crazy,Andy Griggs,,82,1,happy
1999-10-02,83,Smile,Vitamin C Featuring Lady Saw,59.0,18,12,happy
1999-10-02,84,The Chemicals Between Us,Bush,,84,1,happy
1999-10-02,85,God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,78.0,29,19,happy
1999-10-02,86,Sometimes,Britney Spears,81.0,21,20,happy
1999-10-02,87,Beautiful Stranger,Madonna,84.0,19,17,sad
1999-10-02,88,Sunshine,Coko,85.0,70,11,happy
1999-10-02,89,All Things Considered,Yankee Grey,97.0,89,3,happy
1999-10-02,90,Lightning Does The Work,Chad Brock,93.0,90,6,happy
1999-10-02,91,15 Minutes,Marc Nelson,,91,1,happy
1999-10-02,92,I Love You Came Too Late,Joey McIntyre,82.0,54,5,happy
1999-10-02,93,I'll Be Your Everything,Youngstown,92.0,71,8,happy
1999-10-02,94,Everything Is Everything,Lauryn Hill,90.0,35,16,happy
1999-10-02,95,You've Got A Way,Shania Twain,91.0,49,12,sad
1999-10-02,96,Everyone Falls In Love,Tanto Metro & Devonte,96.0,88,14,happy
1999-10-02,97,"The Cup Of Life (The Official Song Of The World Cup, France '98)",Ricky Martin,94.0,45,33,happy
1999-10-02,98,Nookie,Limp Bizkit,95.0,80,10,energetic
1999-10-02,99,Never Been Kissed,Sherrie Austin,100.0,89,10,happy
1999-10-02,100,Southern Gul,Erykah Badu Featuring Rahzel,98.0,76,6,sad
1999-09-04,1,Bailamos,Enrique Iglesias,2.0,1,9,happy
1999-09-04,2,Genie In A Bottle,Christina Aguilera,1.0,1,10,happy
1999-09-04,3,Summer Girls,LFO,3.0,3,8,happy
1999-09-04,4,Unpretty,TLC,23.0,4,11,happy
1999-09-04,5,All Star,Smash Mouth,5.0,4,16,happy
1999-09-04,6,"Bills, Bills, Bills",Destiny's Child,4.0,1,12,happy
1999-09-04,7,Where My Girls At?,702,6.0,4,19,happy
1999-09-04,8,Smooth,Santana Featuring Rob Thomas,11.0,8,6,happy
1999-09-04,9,If You Had My Love,Jennifer Lopez,7.0,1,17,happy
1999-09-04,10,Someday,Sugar Ray,12.0,10,10,happy
1999-09-04,11,Last Kiss,Pearl Jam,10.0,2,15,happy
1999-09-04,12,I Want It That Way,Backstreet Boys,9.0,6,20,happy
1999-09-04,13,Tell Me It's Real,K-Ci & JoJo,8.0,2,15,happy
1999-09-04,14,She's So High,Tal Bachman,14.0,14,12,energetic
1999-09-04,15,Scar Tissue,Red Hot Chili Peppers,15.0,15,14,happy
1999-09-04,16,Jamboree,Naughty By Nature Featuring Zhane,13.0,10,10,happy
1999-09-04,17,Never Gonna Let You Go,Faith Evans,57.0,17,9,sad
1999-09-04,18,So Anxious,Ginuwine,16.0,16,8,happy
1999-09-04,19,It's All About You (Not About Me),Tracie Spencer,20.0,18,4,happy
1999-09-04,20,Out Of My Head,Fastball,21.0,20,10,sad
1999-09-04,21,I Do (Cherish You),98 Degrees,28.0,21,5,sad
1999-09-04,22,Smile,Vitamin C Featuring Lady Saw,18.0,18,8,happy
1999-09-04,23,She's All I Ever Had,Ricky Martin,33.0,23,5,happy
1999-09-04,24,Spend My Life With You,Eric Benet Featuring Tamia,22.0,21,10,sad
1999-09-04,25,It's Not Right But It's Okay,Whitney Houston,17.0,4,18,happy
1999-09-04,26,I Will Remember You (Live),Sarah McLachlan,19.0,14,36,sad
1999-09-04,27,Black Balloon,Goo Goo Dolls,29.0,27,9,happy
1999-09-04,28,Jigga My N****,JAY-Z,62.0,28,11,happy
1999-09-04,29,Better Days (And The Bottom Drops Out),Citizen King,25.0,25,15,happy
1999-09-04,30,Fortunate,Maxwell,24.0,4,22,happy
1999-09-04,31,What Ya Want,EVE & Nokio,31.0,31,10,happy
1999-09-04,32,Amazed,Lonestar,27.0,24,14,happy
1999-09-04,33,Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,35.0,33,13,happy
1999-09-04,34,Lesson In Leavin',Jo Dee Messina,30.0,28,14,happy
1999-09-04,35,Mambo No. 5 (A Little Bit Of...),Lou Bega,63.0,35,2,happy
1999-09-04,36,Happily Ever After,Case,26.0,15,14,happy
1999-09-04,37,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,42.0,37,9,happy
1999-09-04,38,Single White Female,Chely Wright,36.0,36,17,happy
1999-09-04,39,You Had Me From Hello,Kenny Chesney,39.0,39,9,sad
1999-09-04,40,Kiss Me,Sixpence None The Richer,34.0,2,31,happy
1999-09-04,41,Steal My Sunshine,Len,50.0,41,4,happy
1999-09-04,42,I Could Not Ask For More,Edwin McCain,37.0,37,11,happy
1999-09-04,43,God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,32.0,29,15,happy
1999-09-04,44,All That I Can Say,Mary J. Blige,51.0,44,7,happy
1999-09-04,45,The Hardest Thing,98 Degrees,38.0,5,24,happy
1999-09-04,46,The Secret Of Life,Faith Hill,47.0,46,11,happy
1999-09-04,47,You'll Be In My Heart,Phil Collins,41.0,21,10,happy
1999-09-04,48,Something Like That,Tim McGraw,56.0,48,4,happy
1999-09-04,49,Little Man,Alan Jackson,52.0,49,9,happy
1999-09-04,50,Anywhere,112 Featuring Lil'z,48.0,15,25,happy
1999-09-04,51,Ready To Run,Dixie Chicks,53.0,51,7,happy
1999-09-04,52,Back At One,Brian McKnight,75.0,52,2,sad
1999-09-04,53,Vivrant Thing,Q-Tip,71.0,53,8,happy
1999-09-04,54,Sometimes,Britney Spears,40.0,21,16,happy
1999-09-04,55,I Love You Came Too Late,Joey McIntyre,,55,1,happy
1999-09-04,56,Beautiful Stranger,Madonna,45.0,19,13,sad
1999-09-04,57,You've Got A Way,Shania Twain,49.0,49,8,sad
1999-09-04,58,Little Good-Byes,SHeDAISY,44.0,43,18,happy
1999-09-04,59,If I Could Turn Back The Hands Of Time,R. Kelly,72.0,59,2,sad
1999-09-04,60,Heartbreaker,Mariah Carey Featuring Jay-Z,,60,1,happy
1999-09-04,61,What's My Age Again?,Blink-182,66.0,61,8,energetic
1999-09-04,62,Write This Down,George Strait,59.0,27,20,happy
1999-09-04,63,I Love You,Martina McBride,82.0,63,2,happy
1999-09-04,64,Everything Is Everything,Lauryn Hill,60.0,35,12,happy
1999-09-04,65,A Night To Remember,Joe Diffie,54.0,38,17,happy
1999-09-04,66,Music Of My Heart,'N Sync & Gloria Estefan,,66,1,happy
1999-09-04,67,All N My Grill,"Missy ""Misdemeanor"" Elliott Featuring Big Boi & Nicole",67.0,67,7,happy
1999-09-04,68,Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,43.0,1,16,happy
